,Name,Date,Departure,Arrival,Source,Destination,Stops,Duration,Price
266,IndiGo,16-Dec,19:45,22:00,Mumbai,New Delhi,Non Stop,2h 15m,"2,463"
267,SpiceJet,16-Dec,19:05,21:30,Mumbai,New Delhi,Non Stop,2h 25m,"2,463"
268,IndiGo,16-Dec,21:45,00:10 + 1 day,Mumbai,New Delhi,Non Stop,2h 25m,"2,463"
269,IndiGo,16-Dec,23:05,01:30 + 1 day,Mumbai,New Delhi,Non Stop,2h 25m,"2,463"
270,Go First,24-Nov,17:15,19:25,Mumbai,Kochi,Non Stop,2h 10m,"2,165"
271,Air Asia,24-Nov,14:55,16:50,Mumbai,Kochi,Non Stop,1h 55m,"2,166"
272,IndiGo,24-Nov,8:30,13:35,Mumbai,Kochi,1 Stop,5h 05m,"2,166"
273,IndiGo,24-Nov,18:30,23:40,Mumbai,Kochi,1 Stop,5h 10m,"2,166"
274,IndiGo,24-Nov,1:15,7:00,Mumbai,Kochi,1 Stop,5h 45m,"2,166"
275,IndiGo,24-Nov,7:45,13:35,Mumbai,Kochi,1 Stop,5h 50m,"2,166"
276,IndiGo,24-Nov,22:15,07:00 + 1 day,Mumbai,Kochi,1 Stop,8h 45m,"2,166"
277,IndiGo,24-Nov,1:15,10:55,Mumbai,Kochi,1 Stop,9h 40m,"2,166"
278,IndiGo,24-Nov,12:45,23:40,Mumbai,Kochi,1 Stop,10h 55m,"2,166"
279,IndiGo,24-Nov,8:50,10:40,Mumbai,Kochi,Non Stop,1h 50m,"2,246"
280,IndiGo,22-Nov,21:40,22:45,Mumbai,Indore,Non Stop,1h 05m,"3,558"
281,IndiGo,22-Nov,15:05,16:20,Mumbai,Indore,Non Stop,1h 15m,"3,558"
282,IndiGo,22-Nov,7:45,9:05,Mumbai,Indore,Non Stop,1h 20m,"3,558"
283,IndiGo,22-Nov,9:25,10:45,Mumbai,Indore,Non Stop,1h 20m,"3,558"
284,Air India,22-Nov,7:05,8:25,Mumbai,Indore,Non Stop,1h 20m,"4,263"
285,IndiGo,22-Nov,22:20,07:00 + 1 day,Mumbai,Indore,1 Stop,8h 40m,"4,263"
286,IndiGo,22-Nov,20:30,07:00 + 1 day,Mumbai,Indore,1 Stop,10h 30m,"4,646"
287,IndiGo,22-Nov,6:25,11:55,Mumbai,Indore,1 Stop,5h 30m,"6,916"
288,IndiGo,22-Nov,13:45,20:00,Mumbai,Indore,1 Stop,6h 15m,"7,203"
289,IndiGo,22-Nov,0:10,6:40,Mumbai,Indore,1 Stop,6h 30m,"7,781"
290,Go First,28-Nov,21:00,22:45,Mumbai,Bangalore,Non Stop,1h 45m,"2,125"
291,Go First,28-Nov,22:50,00:35 + 1 day,Mumbai,Bangalore,Non Stop,1h 45m,"2,125"
292,IndiGo,28-Nov,1:15,2:50,Mumbai,Bangalore,Non Stop,1h 35m,"2,126"
293,IndiGo,28-Nov,20:30,22:05,Mumbai,Bangalore,Non Stop,1h 35m,"2,126"
294,Air Asia,28-Nov,2:35,4:15,Mumbai,Bangalore,Non Stop,1h 40m,"2,126"
295,Air Asia,28-Nov,13:05,14:45,Mumbai,Bangalore,Non Stop,1h 40m,"2,126"
296,IndiGo,28-Nov,4:50,6:40,Mumbai,Bangalore,Non Stop,1h 50m,"2,126"
297,IndiGo,28-Nov,22:15,00:05 + 1 day,Mumbai,Bangalore,Non Stop,1h 50m,"2,126"
298,Air Asia,28-Nov,21:20,23:15,Mumbai,Bangalore,Non Stop,1h 55m,"2,126"
299,Vistara,28-Nov,19:10,20:55,Mumbai,Bangalore,Non Stop,1h 45m,"2,189"
300,Go First,24-Nov,16:00,17:10,Hyderabad,Chennai,Non Stop,1h 10m,"1,789"
301,Air Asia,24-Nov,7:20,8:35,Hyderabad,Chennai,Non Stop,1h 15m,"1,789"
302,IndiGo,24-Nov,16:25,17:40,Hyderabad,Chennai,Non Stop,1h 15m,"1,789"
303,IndiGo,24-Nov,17:20,18:35,Hyderabad,Chennai,Non Stop,1h 15m,"1,789"
304,IndiGo,24-Nov,20:50,22:05,Hyderabad,Chennai,Non Stop,1h 15m,"1,789"
305,IndiGo,24-Nov,23:10,00:25 + 1 day,Hyderabad,Chennai,Non Stop,1h 15m,"1,789"
306,IndiGo,24-Nov,9:55,11:15,Hyderabad,Chennai,Non Stop,1h 20m,"1,789"
307,Air Asia,24-Nov,19:10,20:30,Hyderabad,Chennai,Non Stop,1h 20m,"1,789"
308,IndiGo,24-Nov,13:35,15:05,Hyderabad,Chennai,Non Stop,1h 30m,"1,789"
309,IndiGo,24-Nov,6:35,7:45,Hyderabad,Chennai,Non Stop,1h 10m,"2,046"
310,Go First,17-Dec,5:15,13:20,Hyderabad,Lucknow,1 Stop,8h 05m,"4,260"
311,IndiGo,17-Dec,23:25,09:00 + 1 day,Hyderabad,Lucknow,1 Stop,9h 35m,"4,312"
312,Go First,17-Dec,10:20,17:55,Hyderabad,Lucknow,1 Stop,7h 35m,"4,499"
313,Go First,17-Dec,22:20,07:00 + 1 day,Hyderabad,Lucknow,1 Stop,8h 40m,"4,499"
314,Go First,17-Dec,22:20,10:15 + 1 day,Hyderabad,Lucknow,1 Stop,11h 55m,"4,499"
315,Go First,17-Dec,10:20,22:15,Hyderabad,Lucknow,1 Stop,11h 55m,"4,667"
316,IndiGo,17-Dec,22:30,06:15 + 1 day,Hyderabad,Lucknow,1 Stop,7h 45m,"4,788"
317,IndiGo,17-Dec,21:15,06:15 + 1 day,Hyderabad,Lucknow,1 Stop,9h 00m,"4,788"
318,IndiGo,17-Dec,19:55,06:15 + 1 day,Hyderabad,Lucknow,1 Stop,10h 20m,"4,788"
319,Go First,17-Dec,8:20,14:50,Hyderabad,Lucknow,1 Stop,6h 30m,"4,861"
320,IndiGo,24-Nov,17:05,18:10,Hyderabad,Bangalore,Non Stop,1h 05m,"1,802"
321,Vistara,24-Nov,7:40,8:50,Hyderabad,Bangalore,Non Stop,1h 10m,"1,802"
322,IndiGo,24-Nov,9:30,10:45,Hyderabad,Bangalore,Non Stop,1h 15m,"1,802"
323,IndiGo,24-Nov,21:35,22:50,Hyderabad,Bangalore,Non Stop,1h 15m,"1,802"
324,IndiGo,24-Nov,23:50,01:05 + 1 day,Hyderabad,Bangalore,Non Stop,1h 15m,"1,802"
325,IndiGo,24-Nov,5:35,6:55,Hyderabad,Bangalore,Non Stop,1h 20m,"1,802"
326,IndiGo,24-Nov,8:15,9:35,Hyderabad,Bangalore,Non Stop,1h 20m,"1,802"
327,IndiGo,24-Nov,12:00,13:20,Hyderabad,Bangalore,Non Stop,1h 20m,"1,802"
328,IndiGo,24-Nov,18:15,19:35,Hyderabad,Bangalore,Non Stop,1h 20m,"1,802"
329,IndiGo,24-Nov,6:45,8:15,Hyderabad,Bangalore,Non Stop,1h 30m,"1,802"
330,TruJet,24-Jan,5:55,7:25,Hyderabad,Tirupati,Non Stop,1h 30m,"2,021"
331,IndiGo,24-Jan,7:00,11:15,Hyderabad,Tirupati,1 Stop,4h 15m,"2,021"
332,IndiGo,24-Jan,6:05,11:15,Hyderabad,Tirupati,1 Stop,5h 10m,"2,021"
333,IndiGo,24-Jan,12:55,14:05,Hyderabad,Tirupati,Non Stop,1h 10m,"2,080"
334,IndiGo,24-Jan,18:20,19:30,Hyderabad,Tirupati,Non Stop,1h 10m,"2,080"
335,IndiGo,24-Jan,5:50,7:20,Hyderabad,Tirupati,Non Stop,1h 30m,"2,080"
336,SpiceJet,24-Jan,12:20,13:25,Hyderabad,Tirupati,Non Stop,1h 05m,"2,247"
337,SpiceJet,24-Jan,15:50,16:55,Hyderabad,Tirupati,Non Stop,1h 05m,"2,247"
338,SpiceJet,24-Jan,6:50,8:00,Hyderabad,Tirupati,Non Stop,1h 10m,"2,247"
339,SpiceJet,24-Jan,17:05,18:15,Hyderabad,Tirupati,Non Stop,1h 10m,"2,247"
340,Air Asia,16-Jan,10:50,12:55,Hyderabad,Kolkata,Non Stop,2h 05m,"2,057"
341,Go First,16-Jan,10:35,12:30,Hyderabad,Kolkata,Non Stop,1h 55m,"2,080"
342,Air Asia,16-Jan,23:05,01:05 + 1 day,Hyderabad,Kolkata,Non Stop,2h 00m,"2,404"
343,IndiGo,16-Jan,17:00,19:10,Hyderabad,Kolkata,Non Stop,2h 10m,"2,404"
344,IndiGo,16-Jan,19:55,22:05,Hyderabad,Kolkata,Non Stop,2h 10m,"2,404"
345,Go First,16-Jan,6:05,7:55,Hyderabad,Kolkata,Non Stop,1h 50m,"2,612"
346,IndiGo,16-Jan,10:30,12:30,Hyderabad,Kolkata,Non Stop,2h 00m,"2,815"
347,IndiGo,16-Jan,6:30,8:40,Hyderabad,Kolkata,Non Stop,2h 10m,"2,815"
348,Air Asia,16-Jan,7:20,19:00,Hyderabad,Kolkata,1 Stop,11h 40m,"3,784"
349,IndiGo,16-Jan,7:25,14:20,Hyderabad,Kolkata,1 Stop,6h 55m,"4,528"
350,IndiGo,29-Nov,5:00,10:35,Hyderabad,Dehradun,1 Stop,5h 35m,"4,323"
351,IndiGo,29-Nov,8:15,15:40,Hyderabad,Dehradun,1 Stop,7h 25m,"4,323"
352,IndiGo,29-Nov,22:30,07:10 + 1 day,Hyderabad,Dehradun,1 Stop,8h 40m,"4,323"
353,IndiGo,29-Nov,6:45,15:40,Hyderabad,Dehradun,1 Stop,8h 55m,"4,323"
354,IndiGo,29-Nov,21:30,07:10 + 1 day,Hyderabad,Dehradun,1 Stop,9h 40m,"4,323"
355,IndiGo,29-Nov,22:30,08:20 + 1 day,Hyderabad,Dehradun,1 Stop,9h 50m,"4,323"
356,IndiGo,29-Nov,5:35,15:40,Hyderabad,Dehradun,1 Stop,10h 05m,"4,323"
357,IndiGo,29-Nov,21:30,08:20 + 1 day,Hyderabad,Dehradun,1 Stop,10h 50m,"4,323"
358,IndiGo,29-Nov,20:10,07:10 + 1 day,Hyderabad,Dehradun,1 Stop,11h 00m,"4,323"
359,IndiGo,29-Nov,8:50,15:10,Hyderabad,Dehradun,1 Stop,6h 20m,"4,776"
360,IndiGo,25-Nov,13:40,16:05,Hyderabad,New Delhi,Non Stop,2h 25m,"2,862"
361,Go First,25-Nov,10:20,12:20,Hyderabad,New Delhi,Non Stop,2h 00m,"3,193"
362,IndiGo,25-Nov,17:50,19:55,Hyderabad,New Delhi,Non Stop,2h 05m,"3,193"
363,IndiGo,25-Nov,20:10,22:25,Hyderabad,New Delhi,Non Stop,2h 15m,"3,193"
364,IndiGo,25-Nov,21:30,23:45,Hyderabad,New Delhi,Non Stop,2h 15m,"3,193"
365,Go First,25-Nov,22:20,00:40 + 1 day,Hyderabad,New Delhi,Non Stop,2h 20m,"3,193"
366,SpiceJet,25-Nov,6:25,8:40,Hyderabad,New Delhi,Non Stop,2h 15m,"3,297"
367,Vistara,25-Nov,7:00,9:00,Hyderabad,New Delhi,Non Stop,2h 00m,"3,347"
368,Vistara,25-Nov,20:25,22:40,Hyderabad,New Delhi,Non Stop,2h 15m,"3,347"
369,Vistara,25-Nov,17:40,20:00,Hyderabad,New Delhi,Non Stop,2h 20m,"3,347"
370,IndiGo,24-Nov,5:55,7:40,Hyderabad,Ahmedabad,Non Stop,1h 45m,"2,346"
371,Go First,24-Nov,8:20,10:00,Hyderabad,Ahmedabad,Non Stop,1h 40m,"2,546"
372,IndiGo,24-Nov,10:45,14:55,Hyderabad,Ahmedabad,1 Stop,4h 10m,"3,558"
373,IndiGo,24-Nov,13:50,18:05,Hyderabad,Ahmedabad,1 Stop,4h 15m,"3,558"
374,IndiGo,24-Nov,18:15,23:10,Hyderabad,Ahmedabad,1 Stop,4h 55m,"3,558"
375,IndiGo,24-Nov,17:05,23:10,Hyderabad,Ahmedabad,1 Stop,6h 05m,"3,558"
376,IndiGo,24-Nov,8:30,14:55,Hyderabad,Ahmedabad,1 Stop,6h 25m,"3,558"
377,IndiGo,24-Nov,23:10,06:45 + 1 day,Hyderabad,Ahmedabad,1 Stop,7h 35m,"3,558"
378,IndiGo,24-Nov,19:15,01:20 + 1 day,Hyderabad,Ahmedabad,1 Stop,6h 05m,"3,685"
379,IndiGo,24-Nov,17:45,01:20 + 1 day,Hyderabad,Ahmedabad,1 Stop,7h 35m,"3,948"
380,IndiGo,20-Jan,12:05,17:15,Hyderabad,Rajahmundry,1 Stop,5h 10m,"3,610"
381,IndiGo,20-Jan,9:45,17:15,Hyderabad,Rajahmundry,1 Stop,7h 30m,"3,610"
382,IndiGo,20-Jan,23:25,09:10 + 1 day,Hyderabad,Rajahmundry,1 Stop,9h 45m,"3,610"
383,IndiGo,20-Jan,7:00,17:15,Hyderabad,Rajahmundry,1 Stop,10h 15m,"3,610"
384,IndiGo,20-Jan,6:05,17:15,Hyderabad,Rajahmundry,1 Stop,11h 10m,"3,610"
385,IndiGo,20-Jan,6:30,7:55,Hyderabad,Rajahmundry,Non Stop,1h 25m,"3,613"
386,IndiGo,20-Jan,10:00,11:25,Hyderabad,Rajahmundry,Non Stop,1h 25m,"3,613"
387,IndiGo,20-Jan,15:50,17:15,Hyderabad,Rajahmundry,Non Stop,1h 25m,"3,613"
388,IndiGo,20-Jan,19:20,20:45,Hyderabad,Rajahmundry,Non Stop,1h 25m,"3,613"
389,IndiGo,20-Jan,12:40,19:50,Hyderabad,Rajahmundry,1 Stop,7h 10m,"4,242"
390,Air Asia,25-Jan,16:10,17:25,Hyderabad,Goa,Non Stop,1h 15m,"2,685"
391,Air Asia,25-Jan,18:15,19:35,Hyderabad,Goa,Non Stop,1h 20m,"2,685"
392,Go First,25-Jan,20:05,21:25,Hyderabad,Goa,Non Stop,1h 20m,"2,687"
393,SpiceJet,25-Jan,17:05,18:35,Hyderabad,Goa,Non Stop,1h 30m,"2,987"
394,IndiGo,25-Jan,12:35,13:55,Hyderabad,Goa,Non Stop,1h 20m,"3,456"
395,IndiGo,25-Jan,16:15,17:35,Hyderabad,Goa,Non Stop,1h 20m,"3,456"
396,IndiGo,25-Jan,22:05,23:25,Hyderabad,Goa,Non Stop,1h 20m,"3,456"
397,IndiGo,25-Jan,19:55,21:20,Hyderabad,Goa,Non Stop,1h 25m,"3,456"
398,IndiGo,25-Jan,5:25,6:45,Hyderabad,Goa,Non Stop,1h 20m,"3,771"
399,Air Asia,25-Jan,0:45,7:00,Hyderabad,Goa,1 Stop,6h 15m,"3,872"
400,Go First,24-Nov,16:00,17:10,Hyderabad,Chennai,Non Stop,1h 10m,"1,789"
401,Air Asia,24-Nov,7:20,8:35,Hyderabad,Chennai,Non Stop,1h 15m,"1,789"
402,IndiGo,24-Nov,16:25,17:40,Hyderabad,Chennai,Non Stop,1h 15m,"1,789"
403,IndiGo,24-Nov,17:20,18:35,Hyderabad,Chennai,Non Stop,1h 15m,"1,789"
404,IndiGo,24-Nov,20:50,22:05,Hyderabad,Chennai,Non Stop,1h 15m,"1,789"
405,IndiGo,24-Nov,23:10,00:25 + 1 day,Hyderabad,Chennai,Non Stop,1h 15m,"1,789"
406,IndiGo,24-Nov,9:55,11:15,Hyderabad,Chennai,Non Stop,1h 20m,"1,789"
407,Air Asia,24-Nov,19:10,20:30,Hyderabad,Chennai,Non Stop,1h 20m,"1,789"
408,IndiGo,24-Nov,13:35,15:05,Hyderabad,Chennai,Non Stop,1h 30m,"1,789"
409,IndiGo,24-Nov,6:35,7:45,Hyderabad,Chennai,Non Stop,1h 10m,"2,046"
410,Go First,17-Dec,5:15,13:20,Hyderabad,Lucknow,1 Stop,8h 05m,"4,260"
411,IndiGo,17-Dec,23:25,09:00 + 1 day,Hyderabad,Lucknow,1 Stop,9h 35m,"4,312"
412,Go First,17-Dec,10:20,17:55,Hyderabad,Lucknow,1 Stop,7h 35m,"4,499"
413,Go First,17-Dec,22:20,07:00 + 1 day,Hyderabad,Lucknow,1 Stop,8h 40m,"4,499"
414,Go First,17-Dec,22:20,10:15 + 1 day,Hyderabad,Lucknow,1 Stop,11h 55m,"4,499"
415,Go First,17-Dec,10:20,22:15,Hyderabad,Lucknow,1 Stop,11h 55m,"4,667"
416,IndiGo,17-Dec,22:30,06:15 + 1 day,Hyderabad,Lucknow,1 Stop,7h 45m,"4,788"
417,IndiGo,17-Dec,21:15,06:15 + 1 day,Hyderabad,Lucknow,1 Stop,9h 00m,"4,788"
418,IndiGo,17-Dec,19:55,06:15 + 1 day,Hyderabad,Lucknow,1 Stop,10h 20m,"4,788"
419,Go First,17-Dec,8:20,14:50,Hyderabad,Lucknow,1 Stop,6h 30m,"4,861"
420,IndiGo,24-Nov,17:05,18:10,Hyderabad,Bangalore,Non Stop,1h 05m,"1,802"
421,Vistara,24-Nov,7:40,8:50,Hyderabad,Bangalore,Non Stop,1h 10m,"1,802"
422,IndiGo,24-Nov,9:30,10:45,Hyderabad,Bangalore,Non Stop,1h 15m,"1,802"
423,IndiGo,24-Nov,21:35,22:50,Hyderabad,Bangalore,Non Stop,1h 15m,"1,802"
424,IndiGo,24-Nov,23:50,01:05 + 1 day,Hyderabad,Bangalore,Non Stop,1h 15m,"1,802"
425,IndiGo,24-Nov,5:35,6:55,Hyderabad,Bangalore,Non Stop,1h 20m,"1,802"
426,IndiGo,24-Nov,8:15,9:35,Hyderabad,Bangalore,Non Stop,1h 20m,"1,802"
427,IndiGo,24-Nov,12:00,13:20,Hyderabad,Bangalore,Non Stop,1h 20m,"1,802"
428,IndiGo,24-Nov,18:15,19:35,Hyderabad,Bangalore,Non Stop,1h 20m,"1,802"
429,IndiGo,24-Nov,6:45,8:15,Hyderabad,Bangalore,Non Stop,1h 30m,"1,802"
430,IndiGo,26-Nov,17:30,21:35,Kolkata,New Delhi,1 Stop,4h 05m,"3,962"
431,IndiGo,26-Nov,17:30,22:05,Kolkata,New Delhi,1 Stop,4h 35m,"3,962"
432,IndiGo,26-Nov,17:15,22:30,Kolkata,New Delhi,1 Stop,5h 15m,"3,962"
433,IndiGo,26-Nov,16:20,22:45,Kolkata,New Delhi,1 Stop,6h 25m,"3,962"
434,IndiGo,26-Nov,8:10,14:45,Kolkata,New Delhi,1 Stop,6h 35m,"3,962"
435,IndiGo,26-Nov,17:30,00:05 + 1 day,Kolkata,New Delhi,1 Stop,6h 35m,"3,962"
436,IndiGo,26-Nov,14:45,21:35,Kolkata,New Delhi,1 Stop,6h 50m,"3,962"
437,IndiGo,26-Nov,14:45,22:05,Kolkata,New Delhi,1 Stop,7h 20m,"3,962"
438,IndiGo,26-Nov,14:50,22:30,Kolkata,New Delhi,1 Stop,7h 40m,"3,962"
439,IndiGo,26-Nov,14:45,00:05 + 1 day,Kolkata,New Delhi,1 Stop,9h 20m,"3,962"
440,IndiGo,30-Nov,19:00,20:05,Kolkata,Guwahati,Non Stop,1h 05m,"2,294"
441,IndiGo,30-Nov,21:05,22:10,Kolkata,Guwahati,Non Stop,1h 05m,"2,294"
442,Go First,30-Nov,9:20,10:30,Kolkata,Guwahati,Non Stop,1h 10m,"2,294"
443,IndiGo,30-Nov,14:25,15:35,Kolkata,Guwahati,Non Stop,1h 10m,"2,294"
444,Air Asia,30-Nov,5:25,6:40,Kolkata,Guwahati,Non Stop,1h 15m,"2,294"
445,Go First,30-Nov,6:15,7:30,Kolkata,Guwahati,Non Stop,1h 15m,"2,294"
446,SpiceJet,30-Nov,6:45,8:10,Kolkata,Guwahati,Non Stop,1h 25m,"2,373"
447,SpiceJet,30-Nov,17:15,18:40,Kolkata,Guwahati,Non Stop,1h 25m,"2,373"
448,IndiGo,30-Nov,4:50,5:55,Kolkata,Guwahati,Non Stop,1h 05m,"2,394"
449,IndiGo,30-Nov,5:40,6:55,Kolkata,Guwahati,Non Stop,1h 15m,"2,394"
450,Go First,03-Jan,13:20,21:30,Kolkata,Goa,1 Stop,8h 10m,"5,111"
451,IndiGo,03-Jan,13:50,21:20,Kolkata,Goa,1 Stop,7h 30m,"5,964"
452,IndiGo,03-Jan,6:05,13:55,Kolkata,Goa,1 Stop,7h 50m,"5,964"
453,IndiGo,03-Jan,9:35,17:35,Kolkata,Goa,1 Stop,8h 00m,"5,964"
454,IndiGo,03-Jan,11:25,18:00,Kolkata,Goa,1 Stop,6h 35m,"6,334"
455,SpiceJet,03-Jan,9:40,17:05,Kolkata,Goa,1 Stop,7h 25m,"6,367"
456,SpiceJet,03-Jan,9:40,01:00 + 1 day,Kolkata,Goa,1 Stop,15h 20m,"6,367"
457,SpiceJet,03-Jan,21:15,17:05 + 1 day,Kolkata,Goa,1 Stop,19h 50m,"6,367"
458,Go First,03-Jan,9:30,17:10,Kolkata,Goa,1 Stop,7h 40m,"6,384"
459,Go First,03-Jan,17:30,23:25,Kolkata,Goa,1 Stop,5h 55m,"6,403"
460,Go First,01-Jan,17:05,23:30,Kolkata,Pune,1 Stop,6h 25m,"4,180"
461,SpiceJet,01-Jan,9:15,11:55,Kolkata,Pune,Non Stop,2h 40m,"5,497"
462,IndiGo,01-Jan,21:30,00:15 + 1 day,Kolkata,Pune,Non Stop,2h 45m,"5,498"
463,Go First,01-Jan,22:40,01:05 + 1 day,Kolkata,Pune,Non Stop,2h 25m,"5,707"
464,IndiGo,01-Jan,21:05,04:30 + 1 day,Kolkata,Pune,1 Stop,7h 25m,"5,887"
465,IndiGo,01-Jan,21:05,06:35 + 1 day,Kolkata,Pune,1 Stop,9h 30m,"5,887"
466,Air India,01-Jan,15:30,07:00 + 1 day,Kolkata,Pune,1 Stop,15h 30m,"6,050"
467,Air India,01-Jan,15:30,12:05 + 1 day,Kolkata,Pune,2 Stop(s),20h 35m,"6,050"
468,Air India,01-Jan,15:30,18:10 + 1 day,Kolkata,Pune,1 Stop,26h 40m,"6,050"
469,IndiGo,01-Jan,19:25,04:30 + 1 day,Kolkata,Pune,1 Stop,9h 05m,"6,192"
470,SpiceJet,13-Jan,15:10,17:30,Kolkata,Chennai,Non Stop,2h 20m,"3,337"
471,SpiceJet,13-Jan,17:35,20:10,Kolkata,Chennai,Non Stop,2h 35m,"3,337"
472,Air Asia,13-Jan,13:30,16:05,Kolkata,Chennai,Non Stop,2h 35m,"3,454"
473,Air Asia,13-Jan,4:40,8:35,Kolkata,Chennai,1 Stop,3h 55m,"3,454"
474,Air Asia,13-Jan,16:30,20:30,Kolkata,Chennai,1 Stop,4h 00m,"3,454"
475,IndiGo,13-Jan,5:30,8:00,Kolkata,Chennai,Non Stop,2h 30m,"4,964"
476,IndiGo,13-Jan,8:50,11:20,Kolkata,Chennai,Non Stop,2h 30m,"4,964"
477,IndiGo,13-Jan,11:15,13:45,Kolkata,Chennai,Non Stop,2h 30m,"4,964"
478,IndiGo,13-Jan,12:30,15:00,Kolkata,Chennai,Non Stop,2h 30m,"4,964"
479,IndiGo,13-Jan,16:05,18:35,Kolkata,Chennai,Non Stop,2h 30m,"4,964"
480,IndiGo,19-Nov,1:15,7:35,Kolkata,Srinagar,1 Stop,6h 20m,"6,647"
481,IndiGo,19-Nov,10:10,18:35,Kolkata,Srinagar,1 Stop,8h 25m,"6,647"
482,IndiGo,19-Nov,1:15,10:10,Kolkata,Srinagar,1 Stop,8h 55m,"6,647"
483,IndiGo,19-Nov,8:45,18:35,Kolkata,Srinagar,1 Stop,9h 50m,"6,647"
484,IndiGo,19-Nov,21:40,07:35 + 1 day,Kolkata,Srinagar,1 Stop,9h 55m,"6,647"
485,IndiGo,19-Nov,10:10,20:30,Kolkata,Srinagar,1 Stop,10h 20m,"6,647"
486,IndiGo,19-Nov,8:45,20:30,Kolkata,Srinagar,1 Stop,11h 45m,"6,647"
487,IndiGo,19-Nov,6:40,18:35,Kolkata,Srinagar,1 Stop,11h 55m,"6,647"
488,SpiceJet,19-Nov,6:05,08:10 + 1 day,Kolkata,Srinagar,1 Stop,26h 05m,"6,702"
489,SpiceJet,19-Nov,6:05,08:50 + 1 day,Kolkata,Srinagar,1 Stop,26h 45m,"6,702"
490,IndiGo,19-Jan,19:45,22:10,Kolkata,Hyderabad,Non Stop,2h 25m,"2,436"
491,IndiGo,19-Jan,9:35,12:05,Kolkata,Hyderabad,Non Stop,2h 30m,"2,436"
492,IndiGo,19-Jan,6:45,11:20,Kolkata,Hyderabad,1 Stop,4h 35m,"2,436"
493,IndiGo,19-Jan,18:20,23:10,Kolkata,Hyderabad,1 Stop,4h 50m,"2,436"
494,IndiGo,19-Jan,6:00,11:20,Kolkata,Hyderabad,1 Stop,5h 20m,"2,436"
495,IndiGo,19-Jan,8:30,14:15,Kolkata,Hyderabad,1 Stop,5h 45m,"2,436"
496,IndiGo,19-Jan,15:20,22:45,Kolkata,Hyderabad,1 Stop,7h 25m,"2,436"
497,IndiGo,19-Jan,8:20,16:10,Kolkata,Hyderabad,1 Stop,7h 50m,"2,436"
498,IndiGo,19-Jan,11:30,19:20,Kolkata,Hyderabad,1 Stop,7h 50m,"2,436"
499,IndiGo,19-Jan,15:05,23:10,Kolkata,Hyderabad,1 Stop,8h 05m,"2,436"
500,Go First,25-Jan,8:35,11:00,Kolkata,Port Blair,Non Stop,2h 25m,"6,859"
501,Vistara,25-Jan,9:00,11:20,Kolkata,Port Blair,Non Stop,2h 20m,"6,909"
502,Air India,25-Jan,5:30,8:00,Kolkata,Port Blair,Non Stop,2h 30m,"7,240"
503,IndiGo,25-Jan,5:50,8:05,Kolkata,Port Blair,Non Stop,2h 15m,"7,329"
504,Air India,25-Jan,14:40,08:15 + 1 day,Kolkata,Port Blair,1 Stop,17h 35m,"7,560"
505,SpiceJet,25-Jan,8:15,11:00,Kolkata,Port Blair,Non Stop,2h 45m,"8,920"
506,IndiGo,25-Jan,5:30,12:55,Kolkata,Port Blair,1 Stop,7h 25m,"9,339"
507,Air India,25-Jan,15:30,08:15 + 1 day,Kolkata,Port Blair,2 Stop(s),16h 45m,"9,562"
508,IndiGo,25-Jan,6:05,13:30,Kolkata,Port Blair,1 Stop,7h 25m,"10,080"
509,IndiGo,25-Jan,20:00,07:15 + 1 day,Kolkata,Port Blair,1 Stop,11h 15m,"10,135"
510,IndiGo,11-Jan,6:05,11:05,Kolkata,Bangalore,1 Stop,5h 00m,"3,512"
511,IndiGo,11-Jan,19:45,00:45 + 1 day,Kolkata,Bangalore,1 Stop,5h 00m,"3,512"
512,Go First,11-Jan,17:05,22:00,Kolkata,Bangalore,1 Stop,4h 55m,"3,565"
513,Go First,11-Jan,13:20,22:00,Kolkata,Bangalore,1 Stop,8h 40m,"3,565"
514,Air Asia,11-Jan,16:30,20:55,Kolkata,Bangalore,1 Stop,4h 25m,"3,593"
515,Air Asia,11-Jan,16:30,23:10,Kolkata,Bangalore,1 Stop,6h 40m,"3,593"
516,Air Asia,11-Jan,16:30,02:00 + 1 day,Kolkata,Bangalore,1 Stop,9h 30m,"3,593"
517,Air Asia,11-Jan,4:40,15:30,Kolkata,Bangalore,1 Stop,10h 50m,"3,593"
518,IndiGo,11-Jan,9:35,17:35,Kolkata,Bangalore,1 Stop,8h 00m,"3,812"
519,IndiGo,11-Jan,13:50,19:50,Kolkata,Bangalore,1 Stop,6h 00m,"3,879"
520,IndiGo,15-Dec,13:50,19:40,Kolkata,Mumbai,1 Stop,5h 50m,"4,377"
521,IndiGo,15-Dec,6:05,12:10,Kolkata,Mumbai,1 Stop,6h 05m,"4,377"
522,IndiGo,15-Dec,13:50,22:05,Kolkata,Mumbai,1 Stop,8h 15m,"4,377"
523,IndiGo,15-Dec,6:05,16:00,Kolkata,Mumbai,1 Stop,9h 55m,"4,377"
524,IndiGo,15-Dec,13:50,23:50,Kolkata,Mumbai,1 Stop,10h 00m,"4,377"
525,IndiGo,15-Dec,6:05,18:00,Kolkata,Mumbai,1 Stop,11h 55m,"4,377"
526,IndiGo,15-Dec,4:20,7:20,Kolkata,Mumbai,Non Stop,3h 00m,"4,499"
527,IndiGo,15-Dec,9:05,12:15,Kolkata,Mumbai,Non Stop,3h 10m,"4,499"
